
Unordered Signature Table
---------------------
      Null-s -- 1791
---------------------
aborigine	aborigines
reviewed	views
showered	shows



---------------------
      dis-s -- 20
---------------------
agreements	disagreement
agrees	disagree
appearances	disappearance
appears	disappear
appointments	disappointment
beliefs	disbelief
charges	discharge
closes	disclose
comforts	discomfort
contents	discontent
counts	discount
courses	discourse
covers	discover
dislike	likes
disorder	orders
display	plays
disposition	positions
disregard	regards
distaste	tastes
distrust	trusts



---------------------
      f-m -- 20
---------------------
failed	mailed
failing	mailing
fails	mails
fanning	manning
faster	master
ferry	merry
fight	might
files	miles
filling	milling
fills	mills
finds	minds
fission	mission
fixed	mixed
fixing	mixing
folded	molded
folly	molly
foods	moods
found	mound
fountain	mountain
fuller	muller



---------------------
      Null-det -- 20
---------------------
admit	admitted
commit	committed
formula	formulated
gran	granted
hank	thanked
knit	knitted
opera	operated
pain	painted
permit	permitted
plan	planted
plot	plotted
rail	trailed
rain	trained
regret	regretted
rust	trusted
sigh	sighted
spot	spotted
star	started
submit	submitted
trot	trotted



---------------------
      l-r -- 20
---------------------
angel	anger
angel	range
appeal	appear
cancel	cancer
leading	reading
leads	reads
legion	region
level	lever
light	right
lights	rights
loads	roads
locked	rocked
locking	rocking
locks	rocks
loses	roses
loyal	royal
loyalty	royalty
mortal	mortar
steel	steer
towel	tower



---------------------
      enss-ly -- 20
---------------------
bitterly	bitterness
blindly	blindness
brightly	brightness
busily	business
consciously	consciousness
coolly	coolness
effectively	effectiveness
fairly	fairness
greatly	greatness
happily	happiness
kindly	kindness
politely	politeness
readily	readiness
richly	richness
seriously	seriousness
smoothly	smoothness
softly	softness
uneasily	uneasiness
unhappily	unhappiness
uniquely	uniqueness



---------------------
      b-c -- 20
---------------------
balls	calls
barrier	carrier
barriers	carriers
bases	cases
battle	cattle
bells	cells
bites	cites
blues	clues
boast	coast
boating	coating
boats	coats
boldly	coldly
booked	cooked
booking	cooking
books	cooks
breaking	creaking
breed	creed
brown	crown
brushed	crushed
brushing	crushing



---------------------
      b-f -- 20
---------------------
balls	falls
bearing	fearing
bears	fears
bellow	fellow
bellows	fellows
berry	ferry
bills	fills
billy	filly
binding	finding
blame	flame
block	flock
blood	flood
blowing	flowing
blows	flows
bought	fought
bound	found
bounded	founded
breed	freed
breeze	freeze
browning	frowning



---------------------
      Null-ary -- 19
---------------------
bound	boundary
burn	rayburn
comment	commentary
custom	customary
diction	dictionary
diet	dietary
element	elementary
fragment	fragmentary
legend	legendary
mission	missionary
moment	momentary
parliament	parliamentary
planet	planetary
port	portray
reaction	reactionary
revolution	revolutionary
second	secondary
secret	secretary
supplement	supplementary



---------------------
      ev-gn -- 19
---------------------
acting	active
collecting	collective
communicating	communicative
constructing	constructive
cooperating	cooperative
creating	creative
detecting	detective
expressing	expressive
indicating	indicative
operating	operative
passing	passive
preventing	preventive
reflecting	reflective
relating	relative
respecting	respective
selecting	selective
string	strive
suggesting	suggestive
supporting	supportive



---------------------
      Null-ad -- 19
---------------------
address	dress
addressed	dressed
addresses	dresses
addressing	dressing
adequate	equate
adjoining	joining
adjust	just
admission	mission
adoption	option
advantage	vantage
advent	vent
adventure	venture
adverse	verse
advice	vice
amazed	maze
ashamed	shame
ball	ballad
daring	ring
dashed	shed



---------------------
      t-w -- 19
---------------------
taking	waking
tales	wales
talked	walked
talking	walking
talks	walks
taste	waste
tasted	wasted
tastes	wastes
tearing	wearing
tears	wears
tells	wells
there	where
thereby	whereby
therein	wherein
thereupon	whereupon
those	whose
tired	wired
tires	wires
trapped	wrapped



---------------------
      r-t -- 19
---------------------
buffer	buffet
closer	closet
greer	greet
marker	market
ought	rough
owner	towne
quarter	quartet
ragged	tagged
rails	tails
ranks	tanks
reach	teach
reaches	teaches
reaching	teaching
render	tender
rough	tough
rumor	tumor
rumors	tumors
sheer	sheet
swear	sweat



---------------------
      e-s -- 19
---------------------
eight	sight
emile	miles
emile	smile
emission	missions
emotion	motions
employee	employes
estate	states
finale	finals
greene	greens
humane	humans
marie	maris
morale	morals
plane	plans
stare	stars
statue	status
suite	suits
towne	towns
unite	units
willie	willis



---------------------
      rs-s -- 19
---------------------
believers	believes
carriers	carries
dancers	dances
drivers	drives
employers	employes
lovers	loves
makers	makes
miners	mines
observers	observes
officers	offices
pitchers	pitches
producers	produces
receivers	receives
riders	rides
rulers	rules
teachers	teaches
traders	trades
voters	votes
writers	writes



---------------------
      Null-elss -- 19
---------------------
breath	breathless
care	careless
count	countless
doubt	doubtless
fear	fearless
fruit	fruitless
harm	harmless
help	helpless
hope	hopeless
love	loveless
meaning	meaningless
motion	motionless
need	needless
price	priceless
regard	regardless
rest	restless
ruth	ruthless
sense	senseless
shape	shapeless



---------------------
      c-s -- 19
---------------------
basic	basis
candy	sandy
center	enters
chair	hairs
chattering	shattering
cheer	sheer
cherry	sherry
chill	hills
chipping	shipping
chopping	shopping
chore	shore
clapping	slapping
clever	levers
climb	limbs
clock	locks
close	loses
clover	lovers
clung	lungs
crest	rests



---------------------
      b-t -- 19
---------------------
banks	tanks
beach	teach
beaches	teaches
beams	teams
bearing	tearing
bears	tears
bells	tells
berry	terry
bones	tones
brace	trace
braced	traced
brain	train
brains	trains
bread	tread
brick	trick
bricks	tricks
burned	turned
burning	turning
burns	turns



---------------------
      b-st -- 19
---------------------
arrest	barre
backed	stacked
bands	stands
bates	states
beaming	steaming
bones	stones
bored	stored
brace	traces
brain	strain
brain	trains
brains	strains
brand	strand
break	streak
breaks	streaks
brick	tricks
bride	stride
bring	string
brings	strings
broke	stroke



---------------------
      inot-l -- 19
---------------------
abortion	labor
continual	continuation
differential	differentiation
equal	equation
experimental	experimentation
federal	federation
formal	formation
general	generation
gradual	graduation
inaugural	inauguration
informal	information
initial	initiation
integral	integration
liberal	liberation
local	location
nominal	nomination
oriental	orientation
radial	radiation
terminal	termination



---------------------
      der-s -- 18
---------------------
assures	reassured
deliver	lives
heads	redhead
moves	removed
occurred	occurs
places	replaced
preferred	prefers
produces	reproduced
referred	refers
related	slate
remainder	remains
required	squire
reserved	serves
restored	stores
retired	tires
reversed	verses
rounded	sound
transferred	transfers



---------------------
      Null-no -- 18
---------------------
body	nobody
brand	brandon
butt	button
dill	dillon
gall	gallon
johns	johnson
less	lesson
newt	newton
notable	table
nothing	thing
nowhere	where
plato	platoon
richards	richardson
seas	season
stevens	stevenson
surge	surgeon
walt	walton
west	weston



---------------------
      Null-cde -- 18
---------------------
centered	enter
changed	hang
charted	hart
chilled	hill
clamped	lamp
cleaned	lean
climbed	limb
clouded	loud
concede	once
covered	over
cracked	rack
crossed	ross
crushed	rush
deceased	eased
decline	line
declined	lined
declines	lines
decorator	orator



---------------------
      Null-den -- 18
---------------------
able	enabled
arrow	narrowed
close	enclosed
courage	encouraged
endless	less
endowed	owed
enforced	force
enlarged	large
entitled	title
glad	gladden
grin	grinned
haste	hastened
mars	marsden
plan	planned
scan	scanned
sharpe	sharpened
week	weekend
wide	widened



---------------------
      c-t -- 18
---------------------
cable	table
canned	tanned
cease	tease
cells	tells
chief	thief
ching	thing
chose	those
cooling	tooling
couch	touch
cough	ought
cough	tough
cover	overt
coward	toward
crack	track
cracks	tracks
cried	tried
cries	tries
crying	trying



---------------------
      acen-gin -- 18
---------------------
acceptance	accepting
accordance	according
allowance	allowing
annoyance	annoying
appearance	appearing
assistance	assisting
assurance	assuring
attendance	attending
avoidance	avoiding
continuance	continuing
disappearance	disappearing
disturbance	disturbing
endurance	enduring
guidance	guiding
insurance	insuring
observance	observing
performance	performing
reassurance	reassuring



---------------------
      ino-ors -- 18
---------------------
administration	administrators
collection	collectors
competition	competitors
contribution	contributors
direction	directors
edition	editors
education	educators
faction	factors
generation	generators
indication	indicators
investigation	investigators
legislation	legislators
operation	operators
profession	professors
reaction	reactors
section	sectors
succession	successors
supervision	supervisors



---------------------
      Null-et -- 18
---------------------
aching	teaching
ball	ballet
blank	blanket
buck	bucket
buff	buffet
bull	bullet
cabin	cabinet
formula	formulate
jack	jacket
mark	market
opera	operate
pick	picket
plan	planet
rack	racket
rock	rocket
sting	testing
viola	violate
wall	wallet



---------------------
      b-p -- 18
---------------------
backed	packed
backing	packing
barker	parker
batch	patch
baths	paths
belts	pelts
bending	pending
berry	perry
bills	pills
bitch	pitch
blank	plank
blowing	plowing
bonds	ponds
bound	pound
bounds	pounds
breach	preach
bride	pride
bunch	punch



---------------------
      cno-er -- 17
---------------------
concord	record
confirm	firmer
conform	former
conform	reform
conforms	reforms
conservation	reservation
consist	resist
consist	sister
consult	result
consultant	resultant
consulting	resulting
consumption	resumption
contain	retain
containing	retaining
contains	retains
contend	tender
converse	reverse



---------------------
      cno-s -- 17
---------------------
concurrent	currents
conduct	ducts
confirm	firms
conform	forms
confront	fronts
conscience	sciences
consequence	sequences
contain	stain
contained	stained
contend	tends
content	tents
contest	tests
contour	tours
contract	tracts
contractor	tractors
converse	verses
conversion	versions



---------------------
      gin-t -- 17
